uID,variable1,variable2,.id,source,ross.s2.1_1_TEXT,ross.s2.2,sex,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
2140,95,Pay,ML2_Slate2_New_ZealandEng_online_DEPLOY__vuw_r.csv,vuw,95,1,2,vuw,vuw,vuw,New Zealand,"Victoria University of Wellington, New Zealand",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Geissner|Savani|Gray|Norenzayan|Zhong|Shafir|Risen|Tversky.Gati|Tversky|Schwarz|Ross.Slate2|Zaval|Hauser|Knobe,ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,12,Order,all,TRUE
2184,70,Pay,ML2_Slate2_New_ZealandEng_online_DEPLOY__vuw_r.csv,vuw,70,1,2,vuw,vuw,vuw,New Zealand,"Victoria University of Wellington, New Zealand",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zhong|Gray|Norenzayan|Shafir|Geissner|Zaval|Tversky|Risen|Tversky.Gati|Hsee|Schwarz|Ross.Slate2|Hauser|Savani|Knobe,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE,12,Order,all,TRUE
2190,60,Pay,ML2_Slate2_New_ZealandEng_online_DEPLOY__vuw_r.csv,vuw,60,1,2,vuw,vuw,vuw,New Zealand,"Victoria University of Wellington, New Zealand",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Hsee|Shafir|Schwarz|Norenzayan|Geissner|Knobe|Risen|Zhong|Savani|Gray|Ross.Slate2|Tversky|Hauser|Zaval,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection,12,Order,all,TRUE
2200,80,Pay,ML2_Slate2_NigeriaEng_Inlab_r.csv,jos,80,1,1,jos,jos,jos,Nigeria,"University of Jos, Jos, Nigeria",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Hauser|Shafir|Norenzayan|Savani|Hsee|Geissner|Schwarz|Tversky|Risen|Tversky.Gati|Ross.Slate2|Zaval|Zhong|Knobe,ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE,12,Order,all,TRUE
2201,10,Pay,ML2_Slate2_NigeriaEng_Inlab_r.csv,jos,10,1,1,jos,jos,jos,Nigeria,"University of Jos, Jos, Nigeria",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Tversky|Shafir|Geissner|Zhong|Zaval|Risen|Tversky.Gati|Schwarz|Hauser|Hsee|Ross.Slate2|Knobe|Savani|Norenzayan,ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,12,Order,all,TRUE
2202,75,Court,ML2_Slate2_NigeriaEng_Inlab_r.csv,jos,75,2,2,jos,jos,jos,Nigeria,"University of Jos, Jos, Nigeria",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Zhong|Knobe|Tversky.Gati|Savani|Tversky|Zaval|Geissner|Hsee|Gray|Risen|Ross.Slate2|Norenzayan|Shafir|Hauser,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing,12,Order,all,TRUE
2204,60,Court,ML2_Slate2_NigeriaEng_Inlab_r.csv,jos,60,2,1,jos,jos,jos,Nigeria,"University of Jos, Jos, Nigeria",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Tversky.Gati|Schwarz|Norenzayan|Zaval|Hsee|Geissner|Savani|Zhong|Hauser|Gray|Ross.Slate2|Knobe|Shafir|Risen,ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE,12,Order,all,TRUE
2219,70,Court,ML2_Slate2_NigeriaEng_Inlab_r.csv,jos,70,2,2,jos,jos,jos,Nigeria,"University of Jos, Jos, Nigeria",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Schwarz|Savani|Gray|Tversky|Geissner|Norenzayan|Zaval|Tversky.Gati|Risen|Hauser|Ross.Slate2|Zhong|Knobe|Hsee,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE,12,Order,all,TRUE
2226,89,Pay,ML2_Slate2_NigeriaEng_Inlab_r.csv,jos,89,1,1,jos,jos,jos,Nigeria,"University of Jos, Jos, Nigeria",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Tversky|Geissner|Savani|Gray|Zaval|Tversky.Gati|Hsee|Shafir|Zhong|Risen|Ross.Slate2|Knobe|Schwarz|Hauser,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood,12,Order,all,TRUE
2237,30,Court,ML2_Slate2_NigeriaEng_Inlab_r.csv,jos,30,2,2,jos,jos,jos,Nigeria,"University of Jos, Jos, Nigeria",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Hauser|Knobe|Geissner|Risen|Schwarz|Shafir|Savani|Zhong|Norenzayan|Gray|Ross.Slate2|Zaval|Tversky|Hsee,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE,12,Order,all,TRUE
2249,30,Court,ML2_Slate2_NigeriaEng_Inlab_r.csv,jos,30,2,1,jos,jos,jos,Nigeria,"University of Jos, Jos, Nigeria",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Risen|Norenzayan|Geissner|Hsee|Shafir|Hauser|Knobe|Zhong|Schwarz|Savani|Ross.Slate2|Zaval|Tversky.Gati|Gray,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing,12,Order,all,TRUE
2253,15,Court,ML2_Slate2_NigeriaEng_Inlab_r.csv,jos,15,2,2,jos,jos,jos,Nigeria,"University of Jos, Jos, Nigeria",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Knobe|Savani|Geissner|Gray|Hauser|Risen|Zhong|Shafir|Tversky|Zaval|Ross.Slate2|Tversky.Gati|Schwarz|Hsee,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood,12,Order,all,TRUE
2285,20,Pay,ML2_Slate2_NigeriaEng_Inlab_r.csv,jos,20,1,2,jos,jos,jos,Nigeria,"University of Jos, Jos, Nigeria",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Geissner|Tversky|Tversky.Gati|Knobe|Zaval|Zhong|Gray|Hsee|Savani|Hauser|Ross.Slate2|Schwarz|Risen|Norenzayan,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection,12,Order,all,TRUE
2291,60,Court,ML2_Slate2_Polish_r.csv,swps,60,2,2,swps,swps,swps,Poland,"Department of Psychology, SWPS University of Social Sciences and Humanities Campus Sopot, Sopot, Poland",Polish,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Tversky.Gati|Savani|Gray|Schwarz|Shafir|Hsee|Zhong|Zaval|Norenzayan|Risen|Ross.Slate2|Geissner|Tversky|Hauser,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing,12,Order,all,TRUE
2292,80,Pay,ML2_Slate2_Polish_r.csv,swps,80,1,2,swps,swps,swps,Poland,"Department of Psychology, SWPS University of Social Sciences and Humanities Campus Sopot, Sopot, Poland",Polish,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Savani|Tversky.Gati|Zhong|Schwarz|Risen|Hsee|Gray|Knobe|Zaval|Tversky|Ross.Slate2|Norenzayan|Hauser|Geissner,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing,12,Order,all,TRUE
2324,80,Pay,ML2_Slate2_Polish_r.csv,swps,80,1,2,swps,swps,swps,Poland,"Department of Psychology, SWPS University of Social Sciences and Humanities Campus Sopot, Sopot, Poland",Polish,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Hsee|Zaval|Tversky.Gati|Schwarz|Tversky|Shafir|Savani|Geissner|Hauser|Norenzayan|Ross.Slate2|Risen|Knobe|Zhong,ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five,12,Order,all,TRUE
2341,80,Pay,ML2_Slate2_Polish_r.csv,swps,80,1,2,swps,swps,swps,Poland,"Department of Psychology, SWPS University of Social Sciences and Humanities Campus Sopot, Sopot, Poland",Polish,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Norenzayan|Tversky.Gati|Risen|Hauser|Savani|Geissner|Zhong|Zaval|Knobe|Gray|Ross.Slate2|Tversky|Schwarz|Shafir,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection,12,Order,all,TRUE
2345,50,Pay,ML2_Slate2_Polish_r.csv,swps,50,1,2,swps,swps,swps,Poland,"Department of Psychology, SWPS University of Social Sciences and Humanities Campus Sopot, Sopot, Poland",Polish,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Norenzayan|Hauser|Zhong|Knobe|Schwarz|Tversky.Gati|Zaval|Geissner|Tversky|Shafir|Ross.Slate2|Gray|Hsee|Savani,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection,12,Order,all,TRUE
2356,20,Court,ML2_Slate2_Polish_r.csv,swps,20,2,2,swps,swps,swps,Poland,"Department of Psychology, SWPS University of Social Sciences and Humanities Campus Sopot, Sopot, Poland",Polish,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Knobe|Tversky.Gati|Zhong|Tversky|Shafir|Geissner|Hsee|Zaval|Norenzayan|Schwarz|Ross.Slate2|Gray|Risen|Savani,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing,12,Order,all,TRUE
2363,70,Pay,ML2_Slate2_Polish_r.csv,krakowon,70,1,2,krakowon,krakowon,krakowon,Poland,"Jagiellonian University, Kraków, Poland",Polish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Hsee|Zhong|Tversky|Shafir|Knobe|Hauser|Risen|Geissner|Tversky.Gati|Gray|Ross.Slate2|Savani|Zaval|Schwarz,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection,12,Order,all,TRUE
2382,80,Pay,ML2_Slate2_Polish_r.csv,krakowon,80,1,2,krakowon,krakowon,krakowon,Poland,"Jagiellonian University, Kraków, Poland",Polish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Geissner|Savani|Tversky.Gati|Zhong|Hauser|Hsee|Zaval|Knobe|Gray|Risen|Ross.Slate2|Tversky|Schwarz|Shafir,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood,12,Order,all,TRUE
2385,50,Pay,ML2_Slate2_Polish_r.csv,krakowon,50,1,2,krakowon,krakowon,krakowon,Poland,"Jagiellonian University, Kraków, Poland",Polish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Tversky.Gati|Zaval|Hauser|Geissner|Hsee|Knobe|Norenzayan|Schwarz|Risen|Gray|Ross.Slate2|Zhong|Savani|Shafir,ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE,12,Order,all,TRUE
2400,12,Court,ML2_Slate2_Polish_r.csv,krakowon,12,2,1,krakowon,krakowon,krakowon,Poland,"Jagiellonian University, Kraków, Poland",Polish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zhong|Tversky.Gati|Risen|Zaval|Norenzayan|Shafir|Gray|Savani|Schwarz|Hauser|Hsee|Ross.Slate2|Knobe|Geissner|Tversky,ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five,12,Order,all,TRUE
2442,90,Court,ML2_Slate2_Polish_r.csv,swps,90,2,2,swps,swps,swps,Poland,"Department of Psychology, SWPS University of Social Sciences and Humanities Campus Sopot, Sopot, Poland",Polish,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Geissner|Zaval|Gray|Shafir|Tversky.Gati|Knobe|Schwarz|Hsee|Tversky|Hauser|Norenzayan|Ross.Slate2|Savani|Zhong|Risen,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five,12,Order,all,TRUE
2444,90,Pay,ML2_Slate2_Polish_r.csv,swps,90,1,1,swps,swps,swps,Poland,"Department of Psychology, SWPS University of Social Sciences and Humanities Campus Sopot, Sopot, Poland",Polish,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zhong|Savani|Knobe|Tversky|Norenzayan|Hauser|Hsee|Gray|Geissner|Shafir|Zaval|Ross.Slate2|Risen|Schwarz|Tversky.Gati,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection,12,Order,all,TRUE
2456,98,Pay,ML2_Slate2_Polish_r.csv,swps,98,1,2,swps,swps,swps,Poland,"Department of Psychology, SWPS University of Social Sciences and Humanities Campus Sopot, Sopot, Poland",Polish,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Geissner|Tversky|Schwarz|Tversky.Gati|Hauser|Hsee|Risen|Knobe|Norenzayan|Savani|Gray|Ross.Slate2|Zhong|Zaval|Shafir,ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection,12,Order,all,TRUE
2468,95,Court,ML2_Slate2_Polish_r.csv,krakowon,95,2,1,krakowon,krakowon,krakowon,Poland,"Jagiellonian University, Kraków, Poland",Polish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Tversky|Hauser|Geissner|Savani|Zhong|Risen|Shafir|Tversky.Gati|Norenzayan|Hsee|Ross.Slate2|Knobe|Zaval|Gray,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood,12,Order,all,TRUE
2473,40,Court,ML2_Slate2_Polish_r.csv,krakowon,40,2,2,krakowon,krakowon,krakowon,Poland,"Jagiellonian University, Kraków, Poland",Polish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Zhong|Schwarz|Savani|Shafir|Hsee|Gray|Knobe|Tversky.Gati|Hauser|Tversky|Ross.Slate2|Risen|Geissner|Norenzayan,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five,12,Order,all,TRUE
2485,100,Pay,ML2_Slate2_Polish_r.csv,krakowon,100,1,2,krakowon,krakowon,krakowon,Poland,"Jagiellonian University, Kraków, Poland",Polish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Zaval|Savani|Schwarz|Tversky.Gati|Zhong|Gray|Shafir|Knobe|Norenzayan|Geissner|Ross.Slate2|Hsee|Risen|Hauser,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,12,Order,all,TRUE
2509,95,Pay,ML2_Slate2_Polish_r.csv,badaniaon,95,1,2,badaniaon,badaniaon,badaniaon,Poland,badania.net,Polish,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Zaval|Knobe|Shafir|Tversky.Gati|Schwarz|Hsee|Gray|Savani|Zhong|Risen|Ross.Slate2|Tversky|Norenzayan|Geissner,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five,12,Order,all,TRUE
2517,90,Pay,ML2_Slate2_Polish_r.csv,badaniaon,90,1,2,badaniaon,badaniaon,badaniaon,Poland,badania.net,Polish,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Zhong|Shafir|Tversky.Gati|Risen|Knobe|Hsee|Geissner|Gray|Zaval|Savani|Ross.Slate2|Tversky|Hauser|Schwarz,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing,12,Order,all,TRUE
2536,50,Court,ML2_Slate2_Serbian_inlab_r.csv,fmkbelgrade,50,2,2,fmkbelgrade,fmkbelgrade,fmkbelgrade,Serbia,"University of Belgrade, Belgrade, Serbia",Serbian,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Zaval|Zhong|Hauser|Shafir|Gray|Savani|Hsee|Norenzayan|Risen|Knobe|Ross.Slate2|Geissner|Schwarz|Tversky.Gati,ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE,12,Order,all,TRUE
2558,20,Court,ML2_Slate2_Serbian_inlab_r.csv,fmkbelgrade,20,2,2,fmkbelgrade,fmkbelgrade,fmkbelgrade,Serbia,"University of Belgrade, Belgrade, Serbia",Serbian,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Hauser|Tversky|Risen|Knobe|Hsee|Norenzayan|Geissner|Zaval|Tversky.Gati|Gray|Ross.Slate2|Schwarz|Zhong|Savani,ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE,12,Order,all,TRUE
2570,30,Court,ML2_Slate2_Serbian_inlab_r.csv,fmkbelgrade,30,2,2,fmkbelgrade,fmkbelgrade,fmkbelgrade,Serbia,"University of Belgrade, Belgrade, Serbia",Serbian,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Geissner|Shafir|Norenzayan|Savani|Tversky|Knobe|Zaval|Gray|Schwarz|Hsee|Ross.Slate2|Hauser|Zhong|Tversky.Gati,ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection,12,Order,all,TRUE
2577,30,Court,ML2_Slate2_Serbian_inlab_r.csv,fmkbelgrade,30,2,2,fmkbelgrade,fmkbelgrade,fmkbelgrade,Serbia,"University of Belgrade, Belgrade, Serbia",Serbian,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Risen|Tversky|Norenzayan|Shafir|Knobe|Zhong|Tversky.Gati|Geissner|Schwarz|Zaval|Ross.Slate2|Gray|Savani|Hauser,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood,12,Order,all,TRUE
2616,0,Court,ML2_Slate2_Serbian_inlab_r.csv,fmkbelgrade,0,2,2,fmkbelgrade,fmkbelgrade,fmkbelgrade,Serbia,"University of Belgrade, Belgrade, Serbia",Serbian,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Geissner|Risen|Zaval|Shafir|Norenzayan|Tversky|Schwarz|Tversky.Gati|Gray|Hsee|Ross.Slate2|Savani|Hauser|Zhong,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,12,Order,all,TRUE
2623,85,Pay,ML2_Slate2_Simplified_Chinese_Mainland_r_manually_recode_rosss21.csv,cas,85,1,2,cas,cas,cas,China,"Chinese Academy of Science, Beijing, China",Chinese (simplified),0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Risen|Zhong|Tversky.Gati|Tversky|Gray|Hauser|Hsee|Zaval|Knobe|Norenzayan|Ross.Slate2|Schwarz|Geissner|Shafir,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,12,Order,all,TRUE
2680,25,Court,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,25,2,2,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Hauser|Tversky|Norenzayan|Schwarz|Gray|Knobe|Tversky.Gati|Savani|Geissner|Hsee|Ross.Slate2|Zhong|Zaval|Shafir,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE,12,Order,all,TRUE
2689,70,Pay,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,70,1,2,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Risen|Knobe|Savani|Zhong|Hauser|Zaval|Norenzayan|Hsee|Shafir|Geissner|Ross.Slate2|Tversky.Gati|Schwarz|Gray,ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,12,Order,all,TRUE
2705,20,Court,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,20,2,2,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Zhong|Risen|Hauser|Schwarz|Norenzayan|Tversky|Shafir|Gray|Zaval|Hsee|Ross.Slate2|Tversky.Gati|Knobe|Geissner,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing,12,Order,all,TRUE
2709,0,Court,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,0,2,2,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Shafir|Tversky.Gati|Knobe|Zaval|Tversky|Geissner|Hsee|Norenzayan|Hauser|Risen|Ross.Slate2|Zhong|Gray|Savani,ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood,12,Order,all,TRUE
2772,60,Pay,ML2_Slate2_SpanishChile_Inlab_r_manually_recode_rosss21.csv,puc,60,1,1,puc,puc,puc,Chile,"School of Psychology, P. Universidad Católica de Chile, Santiago, Chile",Spanish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Gray|Savani|Tversky.Gati|Norenzayan|Hsee|Geissner|Tversky|Schwarz|Risen|Hauser|Ross.Slate2|Shafir|Zaval|Zhong,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,12,Order,all,TRUE
2780,80,Court,ML2_Slate2_SpanishChile_Inlab_r_manually_recode_rosss21.csv,puc,80,2,2,puc,puc,puc,Chile,"School of Psychology, P. Universidad Católica de Chile, Santiago, Chile",Spanish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Shafir|Hsee|Hauser|Zaval|Schwarz|Savani|Geissner|Knobe|Zhong|Risen|Ross.Slate2|Norenzayan|Tversky.Gati|Gray,ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,12,Order,all,TRUE
2792,60,Pay,ML2_Slate2_SpanishChile_Inlab_r_manually_recode_rosss21.csv,puc,60,1,2,puc,puc,puc,Chile,"School of Psychology, P. Universidad Católica de Chile, Santiago, Chile",Spanish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Geissner|Shafir|Zhong|Savani|Norenzayan|Zaval|Risen|Hsee|Hauser|Schwarz|Gray|Ross.Slate2|Knobe|Tversky|Tversky.Gati,ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing,12,Order,all,TRUE
2794,100,Court,ML2_Slate2_SpanishChile_Inlab_r_manually_recode_rosss21.csv,puc,100,2,2,puc,puc,puc,Chile,"School of Psychology, P. Universidad Católica de Chile, Santiago, Chile",Spanish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Tversky|Hsee|Hauser|Geissner|Tversky.Gati|Shafir|Gray|Norenzayan|Knobe|Schwarz|Ross.Slate2|Zhong|Risen|Zaval,ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE,12,Order,all,TRUE
2824,5,Court,ML2_Slate2_SpanishChile_Inlab_r_manually_recode_rosss21.csv,puc,5,2,1,puc,puc,puc,Chile,"School of Psychology, P. Universidad Católica de Chile, Santiago, Chile",Spanish,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zhong|Tversky|Zaval|Schwarz|Tversky.Gati|Risen|Savani|Hsee|Norenzayan|Hauser|Gray|Ross.Slate2|Shafir|Geissner|Knobe,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE,12,Order,all,TRUE
2831,5,Court,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,5,2,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Norenzayan|Zaval|Zhong|Hsee|Shafir|Tversky|Knobe|Gray|Savani|Geissner|Ross.Slate2|Tversky.Gati|Risen|Schwarz,ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five,12,Order,all,TRUE
